"id";"numbering";"parent_id";"section_id";"name";"level";"order";"page_type";"link";"notes";"url_slug";"meta_title";"meta_description";"meta_focus_keyword";"meta_robots";"canonical_url";"alternate_url";"content_status"
"611";"4.1.9.4.";"875";"1";"baroness helena kennedy kc";"4";"4";"";"";"";"baroness-helena-kennedy-kc";"baroness helena kennedy kc | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"693";"4.1.9.5.";"875";"1";"becca dean mbe";"4";"5";"";"";"";"becca-dean-mbe";"becca dean mbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"759";"4.1.9.6.";"875";"1";"bill salmond";"4";"6";"";"";"";"bill-salmond";"bill salmond | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"809";"4.1.9.7.";"875";"1";"bronwin carter";"4";"7";"";"";"";"bronwin-carter";"bronwin carter | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"848";"4.1.9.8.";"875";"1";"caroline williams";"4";"8";"";"";"";"caroline-williams";"caroline williams | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"874";"4.1.9.9.";"875";"1";"cath longhurst";"4";"9";"";"";"";"cath-longhurst";"cath longhurst | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"899";"4.1.9.10.";"875";"1";"cecilia akrisie anim";"4";"10";"";"";"";"cecilia-akrisie-anim";"cecilia akrisie anim | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"920";"4.1.9.11.";"875";"1";"christine king";"4";"11";"";"";"";"christine-king";"christine king | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"938";"4.1.9.12.";"875";"1";"dame stephanie shirley ch";"4";"12";"";"";"";"dame-stephanie-shirley-ch";"dame stephanie shirley ch | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"954";"4.1.9.13.";"875";"1";"dame vivian hunt";"4";"13";"";"";"";"dame-vivian-hunt";"dame vivian hunt | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"968";"4.1.9.14.";"875";"1";"dame yvonne moores";"4";"14";"";"";"";"dame-yvonne-moores";"dame yvonne moores | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"981";"4.1.9.15.";"875";"1";"deborah lawson";"4";"15";"";"";"";"deborah-lawson";"deborah lawson | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"994";"4.1.9.16.";"875";"1";"dillie keane";"4";"16";"";"";"";"dillie-keane";"dillie keane | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1006";"4.1.9.17.";"875";"1";"dorothy byrne";"4";"17";"";"";"";"dorothy-byrne";"dorothy byrne | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1018";"4.1.9.18.";"875";"1";"dr heather melville";"4";"18";"";"";"";"dr-heather-melville";"dr heather melville | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1029";"4.1.9.19.";"875";"1";"dzulkifli abdul razak";"4";"19";"";"";"";"dzulkifli-abdul-razak";"dzulkifli abdul razak | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1039";"4.1.9.20.";"875";"1";"elizabeth loftus";"4";"20";"";"";"";"elizabeth-loftus";"elizabeth loftus | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1049";"4.1.9.21.";"875";"1";"eric coleborn";"4";"21";"";"";"";"eric-coleborn";"eric coleborn | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1058";"4.1.9.22.";"875";"1";"fenton bailey";"4";"22";"";"";"";"fenton-bailey";"fenton bailey | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1066";"4.1.9.23.";"875";"1";"graham hurley";"4";"23";"";"";"";"graham-hurley";"graham hurley | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1074";"4.1.9.24.";"875";"1";"graham smart";"4";"24";"";"";"";"graham-smart";"graham smart | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1082";"4.1.9.25.";"875";"1";"hana afiya satriyo";"4";"25";"";"";"";"hana-afiya-satriyo";"hana afiya satriyo | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1090";"4.1.9.26.";"875";"1";"haris kiani";"4";"26";"";"";"";"haris-kiani";"haris kiani | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1097";"4.1.9.27.";"875";"1";"haro bedelian cbe";"4";"27";"";"";"";"haro-bedelian-cbe";"haro bedelian cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1104";"4.1.9.28.";"875";"1";"jane hoskins";"4";"28";"";"";"";"jane-hoskins";"jane hoskins | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1111";"4.1.9.29.";"875";"1";"janet ayers";"4";"29";"";"";"";"janet-ayers";"janet ayers | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1118";"4.1.9.30.";"875";"1";"jo de serrano";"4";"30";"";"";"";"jo-de-serrano";"jo de serrano | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1125";"4.1.9.31.";"875";"1";"joe jackson";"4";"31";"";"";"";"joe-jackson";"joe jackson | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1132";"4.1.9.32.";"875";"1";"john bannell";"4";"32";"";"";"";"john-bannell";"john bannell | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1138";"4.1.9.33.";"875";"1";"john craven cbe";"4";"33";"";"";"";"john-craven-cbe";"john craven cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1144";"4.1.9.34.";"875";"1";"june sarpong";"4";"34";"";"";"";"june-sarpong";"june sarpong | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1150";"4.1.9.35.";"875";"1";"karen blackett obe";"4";"35";"";"";"";"karen-blackett-obe";"karen blackett obe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1156";"4.1.9.36.";"875";"1";"kevin holmes";"4";"36";"";"";"";"kevin-holmes";"kevin holmes | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1162";"4.1.9.37.";"875";"1";"kevin warwick";"4";"37";"";"";"";"kevin-warwick";"kevin warwick | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1168";"4.1.9.38.";"875";"1";"lady mary fagan";"4";"38";"";"";"";"lady-mary-fagan";"lady mary fagan | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1174";"4.1.9.39.";"875";"1";"lauren steadman mbe";"4";"39";"";"";"";"lauren-steadman-mbe";"lauren steadman mbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1180";"4.1.9.40.";"875";"1";"leon mann mbe";"4";"40";"";"";"";"leon-mann-mbe";"leon mann mbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1185";"4.1.9.41.";"875";"1";"lord boyce";"4";"41";"";"";"";"lord-boyce";"lord boyce | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1190";"4.1.9.42.";"875";"1";"lord david willetts";"4";"42";"";"";"";"lord-david-willetts";"lord david willetts | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1195";"4.1.9.43.";"875";"1";"maggie winchcombe obe";"4";"43";"";"";"";"maggie-winchcombe-obe";"maggie winchcombe obe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1199";"4.1.9.44.";"875";"1";"mark catlin";"4";"44";"";"";"";"mark-catlin";"mark catlin | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1203";"4.1.9.45.";"875";"1";"michael bateman";"4";"45";"";"";"";"michael-bateman";"michael bateman | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1207";"4.1.9.46.";"875";"1";"michael erotokritos";"4";"46";"";"";"";"michael-erotokritos";"michael erotokritos | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1211";"4.1.9.47.";"875";"1";"michael newey";"4";"47";"";"";"";"michael-newey";"michael newey | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1214";"4.1.9.48.";"875";"1";"nairn wilson cbe";"4";"48";"";"";"";"nairn-wilson-cbe";"nairn wilson cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1217";"4.1.9.49.";"875";"1";"naomi climer cbe";"4";"49";"";"";"";"naomi-climer-cbe";"naomi climer cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1220";"4.1.9.50.";"875";"1";"nira chamberlain obe";"4";"50";"";"";"";"nira-chamberlain-obe";"nira chamberlain obe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1222";"4.1.9.51.";"875";"1";"paul stone";"4";"51";"";"";"";"paul-stone";"paul stone | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1224";"4.1.9.52.";"875";"1";"peter neyroud";"4";"52";"";"";"";"peter-neyroud";"peter neyroud | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1226";"4.1.9.53.";"875";"1";"philip goff";"4";"53";"";"";"";"philip-goff";"philip goff | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1228";"4.1.9.54.";"875";"1";"professor david croisdale appleby";"4";"54";"";"";"";"professor-david-croisdale-appleby";"professor david croisdale appleby | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1230";"4.1.9.55.";"875";"1";"right reverend dr david stancliffe";"4";"55";"";"";"";"right-reverend-dr-david-stancliffe";"right reverend dr david stancliffe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1232";"4.1.9.56.";"875";"1";"rob hutchinson cbe";"4";"56";"";"";"";"rob-hutchinson-cbe";"rob hutchinson cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1234";"4.1.9.57.";"875";"1";"roni savage";"4";"57";"";"";"";"roni-savage";"roni savage | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1236";"4.1.9.58.";"875";"1";"sarah kenny";"4";"58";"";"";"";"sarah-kenny";"sarah kenny | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1238";"4.1.9.59.";"875";"1";"simon ward";"4";"59";"";"";"";"simon-ward";"simon ward | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1240";"4.1.9.60.";"875";"1";"sir anthony cleaver";"4";"60";"";"";"";"sir-anthony-cleaver";"sir anthony cleaver | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1242";"4.1.9.61.";"875";"1";"sir ghillean prance";"4";"61";"";"";"";"sir-ghillean-prance";"sir ghillean prance | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1244";"4.1.9.62.";"875";"1";"sir john armitt";"4";"62";"";"";"";"sir-john-armitt";"sir john armitt | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1246";"4.1.9.63.";"875";"1";"sir jonathon band gcb dl";"4";"63";"";"";"";"sir-jonathon-band-gcb-dl";"sir jonathon band gcb dl | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1248";"4.1.9.64.";"875";"1";"sir ranulph fiennes obe";"4";"64";"";"";"";"sir-ranulph-fiennes-obe";"sir ranulph fiennes obe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1250";"4.1.9.65.";"875";"1";"sir robin knox johnston cbe";"4";"65";"";"";"";"sir-robin-knox-johnston-cbe";"sir robin knox johnston cbe | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1252";"4.1.9.66.";"875";"1";"sir roger fry";"4";"66";"";"";"";"sir-roger-fry";"sir roger fry | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1254";"4.1.9.67.";"875";"1";"sir william wakeham";"4";"67";"";"";"";"sir-william-wakeham";"sir william wakeham | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1256";"4.1.9.68.";"875";"1";"stuart iles";"4";"68";"";"";"";"stuart-iles";"stuart iles | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1258";"4.1.9.69.";"875";"1";"tim jackson";"4";"69";"";"";"";"tim-jackson";"tim jackson | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1260";"4.1.9.70.";"875";"1";"tom ilube";"4";"70";"";"";"";"tom-ilube";"tom ilube | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1262";"4.1.9.71.";"875";"1";"tracey curtis taylor";"4";"71";"";"";"";"tracey-curtis-taylor";"tracey curtis taylor | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1264";"4.1.9.72.";"875";"1";"william de laszlo";"4";"72";"";"";"";"william-de-laszlo";"william de laszlo | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1266";"4.1.9.73.";"875";"1";"will king";"4";"73";"";"";"";"will-king";"will king | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"898";"4.1.10.";"216";"1";"thank you form submissions";"3";"10";"";"";"";"thank-you-form-submissions";"thank you form submissions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"919";"4.1.11.";"216";"1";"volunteer";"3";"11";"";"";"";"volunteer";"volunteer | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"937";"4.1.12.";"216";"1";"your benefits";"3";"12";"";"";"";"your-benefits";"your benefits | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"211";"4.1.12.1.";"937";"1";"alumni tuition fee discount";"4";"1";"";"";"";"alumni-tuition-fee-discount";"alumni tuition fee discount | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"953";"4.1.13.";"216";"1";"your details";"3";"13";"";"";"";"your-details";"your details | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"379";"4.2.";"613";"1";"contact us";"2";"2";"";"";"";"contact-us";"contact us | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"210";"4.2.1.";"379";"1";"complaints";"3";"1";"";"";"";"complaints";"complaints | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"209";"4.2.1.1.";"210";"1";"applicant complaints procedure";"4";"1";"";"";"";"applicant-complaints-procedure";"applicant complaints procedure | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"378";"4.2.1.2.";"210";"1";"complaints from members of the general public";"4";"2";"";"";"";"complaints-from-members-of-the-general-public";"complaints from members of the general public | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"508";"4.2.1.3.";"210";"1";"concerns regarding research misconduct";"4";"3";"";"";"";"concerns-regarding-research-misconduct";"concerns regarding research misconduct | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"610";"4.2.1.4.";"210";"1";"current student complaints procedure";"4";"4";"";"";"";"current-student-complaints-procedure";"current student complaints procedure | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"377";"4.2.2.";"379";"1";"maps and directions";"3";"2";"";"";"";"maps-and-directions";"maps and directions | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"507";"4.2.3.";"379";"1";"our locations";"3";"3";"";"";"";"our-locations";"our locations | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"506";"4.3.";"613";"1";"feedback";"2";"3";"";"";"";"feedback";"feedback | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"208";"4.3.1.";"506";"1";"schools and colleges website feedback";"3";"1";"";"";"";"schools-and-colleges-website-feedback";"schools and colleges website feedback | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"376";"4.3.2.";"506";"1";"search website feedback";"3";"2";"";"";"";"search-website-feedback";"search website feedback | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"505";"4.3.3.";"506";"1";"website feedback";"3";"3";"";"";"";"website-feedback";"website feedback | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"207";"4.3.3.1.";"505";"1";"public consultation";"4";"1";"";"";"";"public-consultation";"public consultation | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"609";"4.4.";"613";"1";"governance at uop";"2";"4";"";"";"";"governance-at-uop";"governance at uop | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"692";"4.5.";"613";"1";"key dates";"2";"5";"";"";"";"key-dates";"key dates | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"758";"4.6.";"613";"1";"our ambition";"2";"6";"";"";"";"our-ambition";"our ambition | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"206";"4.6.1.";"758";"1";"civic university";"3";"1";"";"";"";"civic-university";"civic university | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"205";"4.6.1.1.";"206";"1";"civic partnership agreement";"4";"1";"";"";"";"civic-partnership-agreement";"civic partnership agreement | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"375";"4.6.2.";"758";"1";"global outlook";"3";"2";"";"";"";"global-outlook";"global outlook | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"504";"4.6.3.";"758";"1";"our estate masterplan";"3";"3";"";"";"";"our-estate-masterplan";"our estate masterplan | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"204";"4.6.3.1.";"504";"1";"civil engineering lab";"4";"1";"";"";"";"civil-engineering-lab";"civil engineering lab | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"374";"4.6.3.2.";"504";"1";"ravelin sports centre";"4";"2";"";"";"";"ravelin-sports-centre";"ravelin sports centre | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"503";"4.6.3.3.";"504";"1";"student hub";"4";"3";"";"";"";"student-hub";"student hub | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"608";"4.6.3.4.";"504";"1";"technology building";"4";"4";"";"";"";"technology-building";"technology building | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"691";"4.6.3.5.";"504";"1";"wiltshire building";"4";"5";"";"";"";"wiltshire-building";"wiltshire building | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"607";"4.6.4.";"758";"1";"our strategy";"3";"4";"";"";"";"our-strategy";"our strategy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"690";"4.6.5.";"758";"1";"sport at portsmouth";"3";"5";"";"";"";"sport-at-portsmouth";"sport at portsmouth | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"757";"4.6.6.";"758";"1";"sustainability";"3";"6";"";"";"";"sustainability";"sustainability | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"203";"4.6.6.1.";"757";"1";"concordat for the environmental sustainability of research and innovation practice";"4";"1";"";"";"";"concordat-for-the-environmental-sustainability-of-research-and-innovation-practice";"concordat for the environmental sustainability of research and innovation practice | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"808";"4.7.";"613";"1";"our facilities";"2";"7";"";"";"";"our-facilities";"our facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"202";"4.7.1.";"808";"1";"lab and testing facilities";"3";"1";"";"";"";"lab-and-testing-facilities";"lab and testing facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"201";"4.7.1.1.";"202";"1";"additive manufacturing and x ray microscopy laboratories";"4";"1";"";"";"";"additive-manufacturing-and-x-ray-microscopy-laboratories";"additive manufacturing and x ray microscopy laboratories | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"373";"4.7.1.2.";"202";"1";"advanced composite materials and manufacturing laboratory";"4";"2";"";"";"";"advanced-composite-materials-and-manufacturing-laboratory";"advanced composite materials and manufacturing laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"502";"4.7.1.3.";"202";"1";"analogue and digital electronics laboratory";"4";"3";"";"";"";"analogue-and-digital-electronics-laboratory";"analogue and digital electronics laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"606";"4.7.1.4.";"202";"1";"biomechanics laboratory";"4";"4";"";"";"";"biomechanics-laboratory";"biomechanics laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"689";"4.7.1.5.";"202";"1";"biophysical laboratories";"4";"5";"";"";"";"biophysical-laboratories";"biophysical laboratories | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"756";"4.7.1.6.";"202";"1";"cisco networking academy";"4";"6";"";"";"";"cisco-networking-academy";"cisco networking academy | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"807";"4.7.1.7.";"202";"1";"concrete laboratory";"4";"7";"";"";"";"concrete-laboratory";"concrete laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"847";"4.7.1.8.";"202";"1";"crushing laboratory";"4";"8";"";"";"";"crushing-laboratory";"crushing laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"873";"4.7.1.9.";"202";"1";"cutting laboratory";"4";"9";"";"";"";"cutting-laboratory";"cutting laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"897";"4.7.1.10.";"202";"1";"cyber security and digital forensics laboratory";"4";"10";"";"";"";"cyber-security-and-digital-forensics-laboratory";"cyber security and digital forensics laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"918";"4.7.1.11.";"202";"1";"dr alex milligan research laboratory";"4";"11";"";"";"";"dr-alex-milligan-research-laboratory";"dr alex milligan research laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"936";"4.7.1.12.";"202";"1";"drilling and petroleum engineering laboratory";"4";"12";"";"";"";"drilling-and-petroleum-engineering-laboratory";"drilling and petroleum engineering laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"952";"4.7.1.13.";"202";"1";"electron microscopy and microanalysis unit";"4";"13";"";"";"";"electron-microscopy-and-microanalysis-unit";"electron microscopy and microanalysis unit | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"967";"4.7.1.14.";"202";"1";"environmental chemistry analysis laboratory";"4";"14";"";"";"";"environmental-chemistry-analysis-laboratory";"environmental chemistry analysis laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"980";"4.7.1.15.";"202";"1";"environmental technology laboratory";"4";"15";"";"";"";"environmental-technology-laboratory";"environmental technology laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"993";"4.7.1.16.";"202";"1";"extreme environments laboratories";"4";"16";"";"";"";"extreme-environments-laboratories";"extreme environments laboratories | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1005";"4.7.1.17.";"202";"1";"geochemistry laboratory";"4";"17";"";"";"";"geochemistry-laboratory";"geochemistry laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1017";"4.7.1.18.";"202";"1";"geotechnics laboratory";"4";"18";"";"";"";"geotechnics-laboratory";"geotechnics laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1028";"4.7.1.19.";"202";"1";"gis and remote sensing facilities";"4";"19";"";"";"";"gis-and-remote-sensing-facilities";"gis and remote sensing facilities | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1038";"4.7.1.20.";"202";"1";"hydraulics laboratory";"4";"20";"";"";"";"hydraulics-laboratory";"hydraulics laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1048";"4.7.1.21.";"202";"1";"institute of marine sciences";"4";"21";"";"";"";"institute-of-marine-sciences";"institute of marine sciences | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1057";"4.7.1.22.";"202";"1";"manufacturing laboratory";"4";"22";"";"";"";"manufacturing-laboratory";"manufacturing laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1065";"4.7.1.23.";"202";"1";"mass spectrometry and laser ablation laboratory";"4";"23";"";"";"";"mass-spectrometry-and-laser-ablation-laboratory";"mass spectrometry and laser ablation laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1073";"4.7.1.24.";"202";"1";"materials coating laboratory";"4";"24";"";"";"";"materials-coating-laboratory";"materials coating laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1081";"4.7.1.25.";"202";"1";"metrology laboratory";"4";"25";"";"";"";"metrology-laboratory";"metrology laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
"1089";"4.7.1.26.";"202";"1";"mineral separation laboratory";"4";"26";"";"";"";"mineral-separation-laboratory";"mineral separation laboratory | Sitemap (port.ac.uk) - Emma";"";"";"";"";"";""
